#,class,pos,height,weight,hometown,rsci top 100,summary,school,year,high school,Rk,School,"City, State",From,To,Yrs,G,W,L,W-L%,SRS,SOS,AP,CREG,CTRN,NCAA,FF,NC,slug
2.0,JR,G,6-5,190,"Memphis, TN",56 (2015),"12.1 Pts, 4.8 Reb, 2.1 Ast",kansas,2018,Douglass HS,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
35.0,SO,C,7-0,270,"Delta, Nigeria",33 (2016),"13.0 Pts, 7.0 Reb, 0.7 Ast",kansas,2018,Potter's House Christian Academy,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
0.0,FR,G,6-5,195,"Dallas, TX",54 (2017),"4.1 Pts, 3.4 Reb, 1.1 Ast",kansas,2018,Skyline High School,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
44.0,SO,F,6-8,225,"Gilbert, AZ",,"3.8 Pts, 3.1 Reb, 0.3 Ast",kansas,2018,Ironwood Ridge High School,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
,FR,F,6-9,245,"Luanda, Angola",,"4.0 Pts, 3.7 Reb, 0.2 Ast",kansas,2018,IMG Academy,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
3.0,SO,G,6-6,200,"Seattle, WA",39 (2016),"1.9 Pts, 0.6 Reb, 0.3 Ast",kansas,2018,Rainier Beach High School,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
12.0,FR,G,6-4,195,"Leawood, KS",,"1.1 Pts, 0.6 Reb, 0.1 Ast",kansas,2018,Rockhurst High School,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
21.0,SR,F,6-5,205,"Lansing, KS",,"0.7 Pts, 0.1 Reb, 0.6 Ast",kansas,2018,Lansing HS (KS),186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
,SO,F,6-7,260,,,"0.9 Pts, 0.6 Reb, 0.0 Ast",kansas,2018,Hamilton High School,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
1.0,JR,F,6-9,235,"Memphis, TN",32 (2015),"19.4 Pts, 10.3 Reb, 1.7 Ast",kansas,2019,Hamilton HS,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
11.0,FR,G,6-2,185,"Charlotte, NC",20 (2018),"12.3 Pts, 3.7 Reb, 3.5 Ast",kansas,2019,Providence Day School,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
24.0,SR,G,6-5,190,"Memphis, TN",56 (2015),"14.1 Pts, 4.0 Reb, 1.9 Ast",kansas,2019,Douglass HS,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
5.0,FR,G,6-5,205,"The Woodlands, TX",8 (2018),"8.4 Pts, 2.5 Reb, 2.0 Ast",kansas,2019,College Park HS,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
0.0,SO,G,6-5,195,"Dallas, TX",54 (2017),"7.3 Pts, 4.2 Reb, 1.9 Ast",kansas,2019,Skyline High School,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
30.0,FR,G,6-5,210,"Kansas City, MO",,"8.5 Pts, 4.6 Reb, 0.9 Ast",kansas,2019,Oak Park HS,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
33.0,FR,F,6-10,265,"Norfolk, VA",30 (2018),"3.9 Pts, 3.1 Reb, 0.4 Ast",kansas,2019,Oak Hill Academy,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
35.0,JR,C,7-0,270,"Delta, Nigeria",33 (2016),"13.4 Pts, 6.8 Reb, 0.6 Ast",kansas,2019,Potter's House Christian Academy,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
13.0,JR,F,6-7,215,"Memphis, TN",46 (2015),"3.1 Pts, 2.0 Reb, 0.5 Ast",kansas,2019,Hamilton HS,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
2.0,SO,G,5-11,180,"Chicago, IL",58 (2016),"2.9 Pts, 1.0 Reb, 1.3 Ast",kansas,2019,Morgan Park High School,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
44.0,JR,F,6-8,225,"Gilbert, AZ",,"2.4 Pts, 2.9 Reb, 0.4 Ast",kansas,2019,Ironwood Ridge High School,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
12.0,SO,G,6-4,195,"Leawood, KS",,"0.5 Pts, 0.1 Reb, 0.1 Ast",kansas,2019,Rockhurst High School,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
20.0,FR,G,6-2,155,"Lawrence, KS",,"0.0 Pts, 0.1 Reb, 0.3 Ast",kansas,2019,Lawrence Free State HS,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
1.0,SO,G,6-2,185,"Charlotte, NC",20 (2018),"18.1 Pts, 4.1 Reb, 4.0 Ast",kansas,2020,Providence Day School,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
35.0,SR,C,7-0,270,"Delta, Nigeria",33 (2016),"13.7 Pts, 10.5 Reb, 0.9 Ast",kansas,2020,Potter's House Christian Academy,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
30.0,SO,G,6-5,210,"Kansas City, MO",,"10.0 Pts, 4.2 Reb, 2.0 Ast",kansas,2020,Oak Park HS,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
0.0,JR,G,6-5,195,"Dallas, TX",54 (2017),"9.2 Pts, 4.5 Reb, 4.6 Ast",kansas,2020,Skyline High School,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
4.0,SR,G,6-5,208,"Chicago, IL",,"7.9 Pts, 2.3 Reb, 0.6 Ast",kansas,2020,Simeon HS,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
33.0,SO,F,6-10,265,"Norfolk, VA",30 (2018),"6.9 Pts, 4.1 Reb, 0.6 Ast",kansas,2020,Oak Hill Academy,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
2.0,FR,G,6-6,205,"Overland Park, KS",,"5.3 Pts, 2.9 Reb, 0.5 Ast",kansas,2020,Blue Valley Northwest HS,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
13.0,FR,G,6-8,200,"Almere, Netherlands",74 (2019),"2.4 Pts, 2.2 Reb, 0.6 Ast",kansas,2020,Wasatch Academy (UT),186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
22.0,JR,F,6-9,245,"Luanda, Angola",,"2.6 Pts, 2.8 Reb, 0.1 Ast",kansas,2020,IMG Academy,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
20.0,FR,G,6-5,185,"Dallas, TX",,"1.2 Pts, 0.1 Reb, 0.1 Ast",kansas,2020,Northfield Mount Hermon School (MA),186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
12.0,JR,G,6-4,195,"Leawood, KS",,"0.8 Pts, 0.1 Reb, 0.1 Ast",kansas,2020,Rockhurst High School,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
5.0,FR,G,6-3,185,"Southlake, TX",,"0.8 Pts, 0.1 Reb, 0.3 Ast",kansas,2020,Carroll Senior HS,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
10.0,FR,F,6-8,215,"Denton, TX",51 (2019),"0.0 Pts, 0.0 Reb, 0.0 Ast",kansas,2020,John H. Guyer HS,186,Kansas,"Lawrence, Kansas",1899,2025,127,3338,2429,909,.728,15.94,7.45,49,64,16,53,16,4,kansas
